Участок,Позиция запорной арматуры,Конструктивное исполнение,Тип арматуры (запорная/ Регулирующая),Тип привода,Позиция трубы,Условный диаметр трубы DN,"Условное давление рабочей среды PN, бар",Материал трубы,Среда,Датчик положения,Тип пневмораспределителя,Положение при аварийном отключении (НЗ/НО/БИ),ШПУ,"Расход воздуха на 1 операцию, л.",Ø и резьба пневмоприсоединения,Кол-во ответных фитингов,"Ø пневмотрубки, мм",Тип концевого выключателя,Тип позиционера,Описание устройства,Категория,PLC,Ex-исполнение,Описание (ТЕМП),Операция,Примечание,,,,
Сгущение Cu-концентрата,0206.005-BY-101,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.005-PP-112-150-LAA,150,10,углеродистая сталь.Ст. 20 или Ст.3 кп,Пульпа,-,,-,,,,,,,,,,,НЕТ,Трубопровод дренажного насоса 0206.005-PU-103 в успокоительную коробку 0206.005-VB-201,Трубопровод дренажного насоса  0206.005-PU-103 в успокоительную коробку 0206.005-VB-201,,,,,
Сгущение Cu-концентрата,0206.005-BY-102,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.005-PP-111-150-LAA,150,10,углеродистая сталь.Ст. 20 или Ст.3 кп,Пульпа,-,,-,,,,,,,,,,,НЕТ,Трубопровод дренажного насоса 0206.005-PU-103 в успокоительную коробку 0206.005-VB-101,Трубопровод дренажного насоса  0206.005-PU-103 в успокоительную коробку 0206.005-VB-101,,,,,
Сгущение Cu-концентрата,0206.005-BY-103,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.005-PP-114-050-LBA,50,10,сталь гуммированная каучуком;  Ст. 20 или Ст.3 кп,Пульпа,-,,-,,,,,,,,,,,НЕТ,,,,,,,
Сгущение Cu-концентрата,0206.005-GB-101,Соленоидный клапан,Запорная,Соленоидный клапан,-,15,10,сталь (марку стали определяет ВК),Фильтрованная вода,-,,Без изменений,,,,,,,,,Клапан ГУ,0.1,НЕТ,Фильтрованная вода на гидроуплотнение 0206.005-PU-101,Фильтрованная вода на гидроуплотнение 0206.005-PU-101,,,,,
Сгущение Cu-концентрата,0206.005-GB-102,Соленоидный клапан,Запорная,Соленоидный клапан,-,15,10,сталь (марку стали определяет ВК),Фильтрованная вода,-,,Без изменений,,,,,,,,,Клапан ГУ,0.1,НЕТ,Фильтрованная вода на гидроуплотнение 0206.005-PU-102,Фильтрованная вода на гидроуплотнение 0206.005-PU-102,,,,,
Фильтрация Cu-концентрата,0206.006-BV-101,Шаровый кран,Запорная,Ручной,,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Подача оборотной воды на трубопровод разгрузки бака 0206.006-TK-101,Подача оборотной воды на трубопровод разгрузки бака 0206.006-TK-101,,,,,
Фильтрация Cu-концентрата,0206.006-BV-102,Шаровый кран,Запорная,Пневмопривод,,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Подача оборотной воды на промывку всаса насоса 0206.006-PU-101,Подача оборотной воды на промывку всаса насоса 0206.006-PU-101,,,,,
Фильтрация Cu-концентрата,0206.006-BV-103,Шаровый кран,Запорная,Ручной,,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Подача оборотной воды на промывку нагнетания насоса 0206.006-PU-101,Подача оборотной воды на промывку нагнетания насоса 0206.006-PU-101,Подключение шланга для промывки,,,,
Фильтрация Cu-концентрата,0206.006-BV-104,Шаровый кран,Запорная,Ручной,206.006-PP-106-040-LAA,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Дренаж участка всаса насоса 0206.006-PU-101,Дренаж участка всаса насоса 0206.006-PU-101,,,,,
Фильтрация Cu-концентрата,0206.006-BV-001,Шаровый кран,Запорная,Пневмопривод,,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Подача оборотной воды на промывку всаса насоса 0206.006-PU-003,Подача оборотной воды на промывку всаса насоса 0206.006-PU-003,,,,,
Фильтрация Cu-концентрата,0206.006-BV-002,Шаровый кран,Запорная,Ручной,,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Подача оборотной воды на промывку нагнетания насоса 0206.006-PU-003,Подача оборотной воды на промывку нагнетания насоса 0206.006-PU-003,Подключение шланга для промывки,,,,
Фильтрация Cu-концентрата,0206.006-BV-003,Шаровый кран,Запорная,Ручной,206.006-PP-004-040-LAA,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Дренаж участка всаса насоса 0206.006-PU-003,Дренаж участка всаса насоса 0206.006-PU-003,,,,,
Фильтрация Cu-концентрата,0206.006-BV-004,Шаровый кран,Запорная,Ручной,206.006-PP-002-040-LAA,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Дренаж коллектора 206.006-PP-001-150-LAA,Дренаж коллектора 206.006-PP-001-150-LAA,,,,,
Фильтрация Cu-концентрата,0206.006-KV-101,Шиберно-ножевая задвижка,Запорная,Ручной,206.006-PP-102-100-LAA,100,10,Сталь Ст.20 (марка стали может быть изменена по желанию заказчика),Пульпа,-,,,,,,,,,,,,,НЕТ,Дренаж емкости 0206.006-TK-101,Дренаж емкости 0206.006-TK-101,,,,,
Фильтрация Cu-концентрата,0206.006-KV-102,Шиберно-ножевая задвижка,Запорная,Ручной,206.006-PP-105-150-LAA,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Трубопровод разгрузки бака 0206.006-TK-101,Трубопровод разгрузки бака 0206.006-TK-101,Предусмотреть возможность подвода воды для промывки,,,,
Фильтрация Cu-концентрата,0206.006-KV-103,Шиберно-ножевая задвижка,Запорная,Ручной,,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Дренаж участка всаса насоса 0206.006-PU-101,Дренаж участка всаса насоса 0206.006-PU-101,,,,,
Фильтрация Cu-концентрата,0206.006-KV-104,Шиберно-ножевая задвижка,Запорная,Ручной,206.006-PP-105-150-LAA,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Всас насоса 0206.006-PU-101,Всас насоса 0206.006-PU-101,,,,,
Фильтрация Cu-концентрата,0206.006-KV-105,Шиберно-ножевая задвижка,Запорная,Пневмопривод,206.006-PP-107-100-LAA,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Нагнетание насоса 0206.006-PU-101 до коллектора,Нагнетание насоса 0206.006-PU-101 до коллектора,Предусмотреть возможность подвода воды для промывки,,,,
Фильтрация Cu-концентрата,0206.006-KV-106,Шиберно-ножевая задвижка,Запорная,Ручной,206.006-PP-107-100-LAA,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Нагнетание насоса 0206.006-PU-101 после коллектора,Нагнетание насоса 0206.006-PU-101 после коллектора,Предусмотреть возможность подвода воды для промывки,,,,
Фильтрация Cu-концентрата,0206.006-KV-107,Шиберно-ножевая задвижка,Запорная,Ручной,,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Трубопровод подачи сгущенного продукта в пресс-фильтр 0206.006-FL-101,Трубопровод подачи сгущенного продукта в пресс-фильтр 0206.006-FL-101,Предусмотреть возможность подвода воды для промывки,,,,
Фильтрация Cu-концентрата,0206.006-KV-108,Шиберно-ножевая задвижка,Запорная,Пневмопривод,,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Трубопровод промывки,Трубопровод промывки,,,,,
Фильтрация Cu-концентрата,0206.006-KV-109,Шиберно-ножевая задвижка,Запорная,Пневмопривод,,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Трубопровод продувки коллектора,Трубопровод продувки коллектора,,,,,
Фильтрация Cu-концентрата,0206.006-KV-110,Шиберно-ножевая задвижка,Запорная,Пневмопривод,,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Трубопровод фильтрата пресс-фильтра поз 0206.006-FL-101,Трубопровод фильтрата пресс-фильтра поз 0206.006-FL-101,,,,,
Фильтрация Cu-концентрата,0206.006-KV-111,Шиберно-ножевая задвижка,Запорная,Пневмопривод,,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Трубопровод подачи сгущенного продукта в пресс-фильтр 0206.006-FL-101,Трубопровод подачи сгущенного продукта в пресс-фильтр  0206.006-FL-101,,,,,
Фильтрация Cu-концентрата,0206.006-KV-112,Шиберно-ножевая задвижка,Запорная,Пневмопривод,,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Трубопровод подачи сгущенного продукта в пресс-фильтр 0206.006-FL-101,Трубопровод подачи сгущенного продукта в пресс-фильтр  0206.006-FL-101,,,,,
Фильтрация Cu-концентрата,0206.006-KV-001,Шиберно-ножевая задвижка,Запорная,Пневмопривод,206.006-PP-003-150-LAA,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Всас насоса 0206.006-PU-003,Всас насоса 0206.006-PU-003,Предусмотреть возможность подвода воды для промывки,,,,
Фильтрация Cu-концентрата,0206.006-KV-002,Шиберно-ножевая задвижка,Запорная,Ручной,,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Дренаж участка всаса насоса 0206.006-PU-003,Дренаж участка всаса насоса 0206.006-PU-003,,,,,
Фильтрация Cu-концентрата,0206.006-KV-003,Шиберно-ножевая задвижка,Запорная,Ручной,206.006-PP-005-100-LAA,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Нагнетание насоса 0206.006-PU-003 до коллектора,Нагнетание насоса 0206.006-PU-003 до коллектора,,,,,
Фильтрация Cu-концентрата,0206.006-KV-004,Шиберно-ножевая задвижка,Запорная,Ручной,206.006-PP-005-100-LAA,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Нагнетание насоса 0206.006-PU-003 после коллектора,Нагнетание насоса 0206.006-PU-003 после коллектора,,,,,
Фильтрация Cu-концентрата,0206.006-KV-005,Шиберно-ножевая задвижка,Запорная,Ручной,206.006-PP-006-100-LAA,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Коллектор нагнетания насосов 0206.006-PU-101/201/003,Коллектор нагнетания насосов 0206.006-PU-101/201/003,,,,,
Фильтрация Cu-концентрата,0206.006-KV-006,Шиберно-ножевая задвижка,Запорная,Ручной,206.006-PP-006-100-LAA,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Коллектор нагнетания насосов 0206.006-PU-101/201/003,Коллектор нагнетания насосов 0206.006-PU-101/201/003,,,,,
Фильтрация Cu-концентрата,0206.006-KV-007,Шиберно-ножевая задвижка,Запорная,Пневмопривод,-,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Трубопровод подачи сгущенного продукта в пресс-фильтр 0206.006-FL-001,Трубопровод подачи сгущенного продукта в пресс-фильтр 0206.006-FL-001,Предусмотреть возможность подвода воды для промывки,,,,
Фильтрация Cu-концентрата,0206.006-KV-008,Шиберно-ножевая задвижка,Запорная,Пневмопривод,-,,,Поставка YON,,,,,,,,,,,,,,,НЕТ,Трубопровод промывки,Трубопровод промывки,Предусмотреть возможность подвода воды для промывки,,,,
